Exercise,Short YouTube Demonstration,In-Depth YouTube Explanation,Difficulty Level,Target Muscle Group ,Prime Mover Muscle,Secondary Muscle,Tertiary Muscle,Primary Equipment ,# Primary Items,Secondary Equipment,# Secondary Items,Posture,Single or Double Arm,Continuous or Alternating Arms ,Grip,Load Position (Ending),Continuous or Alternating Legs ,Foot Elevation,Combination Exercises,Movement Pattern #1,Movement Pattern #2,Movement Pattern #3,Plane Of Motion #1,Plane Of Motion #2,Plane Of Motion #3,Body Region,Force Type,Mechanics,Laterality,Primary Exercise Classification
Single Arm Kettlebell Bottoms Up Front Rack Ipsilateral Pistol Squat,,,Expert,Quadriceps,Quadriceps Femoris,Gluteus Maximus,,Kettlebell,1,None,0,Single Leg Standing,Single Arm,Continuous,Bottoms Up,Front Rack,Continuous,No Elevation,Single Exercise,Knee Dominant,,,Sagittal Plane,,,Lower Body,Push,Compound,Ipsilateral,Balance
Kettlebell Horn Grip Pistol Squat,https://youtu.be/L0S7ATOR1Rw?si=KpjiKwE_QaiTxnfw,,Advanced,Quadriceps,Quadriceps Femoris,Gluteus Maximus,,Kettlebell,1,None,0,Single Leg Standing,Double Arm,Continuous,Horn Grip,Front Rack,Continuous,No Elevation,Single Exercise,Knee Dominant,,,Sagittal Plane,,,Lower Body,Push,Compound,Unilateral,Balance
Single Arm Kettlebell Overhead Contralateral Pistol Squat,,,Expert,Quadriceps,Quadriceps Femoris,Gluteus Maximus,,Kettlebell,1,None,0,Single Leg Standing,Single Arm,Continuous,Pronated,Overhead,Continuous,No Elevation,Single Exercise,Knee Dominant,,,Sagittal Plane,,,Lower Body,Push,Compound,Contralateral,Balance
Single Arm Kettlebell Overhead Ipsilateral Pistol Squat,,,Expert,Quadriceps,Quadriceps Femoris,Gluteus Maximus,,Kettlebell,1,None,0,Single Leg Standing,Single Arm,Continuous,Pronated,Overhead,Continuous,No Elevation,Single Exercise,Knee Dominant,,,Sagittal Plane,,,Lower Body,Push,Compound,Ipsilateral,Balance
Single Arm Kettlebell Bottoms Up Overhead Contralateral Pistol Squat,,,Expert,Quadriceps,Quadriceps Femoris,Gluteus Maximus,,Kettlebell,1,None,0,Single Leg Standing,Single Arm,Continuous,Bottoms Up,Overhead,Continuous,No Elevation,Single Exercise,Knee Dominant,,,Sagittal Plane,,,Lower Body,Push,Compound,Contralateral,Balance
Single Arm Kettlebell Bottoms Up Overhead Ipsilateral Pistol Squat,,,Expert,Quadriceps,Quadriceps Femoris,Gluteus Maximus,,Kettlebell,1,None,0,Single Leg Standing,Single Arm,Continuous,Bottoms Up,Overhead,Continuous,No Elevation,Single Exercise,Knee Dominant,,,Sagittal Plane,,,Lower Body,Push,Compound,Ipsilateral,Balance
Double Kettlebell L Sit,https://youtu.be/AOjVLnxbmHU?si=LVrFAJ6HK8bfJmCb,,Advanced,Abdominals,Rectus Abdominis,,,Kettlebell,2,None,0,L Sit,Double Arm,Continuous,Neutral,No Load,Continuous,No Elevation,Single Exercise,Isometric Hold,,,Sagittal Plane,,,Core,Other,Compound,Bilateral,Calisthenics
Double Kettlebell L Sit Lift Over,https://youtu.be/FNsKwVfAF2A?si=ZLDbQY35pGpv6Wk5,,Advanced,Abdominals,Rectus Abdominis,,,Kettlebell,2,None,0,L Sit,Double Arm,Continuous,Neutral,No Load,Continuous,No Elevation,Single Exercise,Isometric Hold,,,Frontal Plane,Sagittal Plane,,Core,Other,Compound,Bilateral,Calisthenics
Single Arm Kettlebell Bottoms Up Windmill,https://youtu.be/sGgI_gV85Zs?si=0_msxxqLJEv8yQl7,,Advanced,Abdominals,Obliques,Rectus Abdominis,Anterior Deltoids,Kettlebell,1,None,0,Standing,Single Arm,Continuous,Bottoms Up,Overhead,Continuous,No Elevation,Single Exercise,Rotational,,,Transverse Plane,,,Core,Other,Compound,Unilateral,Grinds
Single Arm Kettlebell Bottoms Up Bent Press,,,Advanced,Shoulders,Anterior Deltoids,Triceps Brachii,,Kettlebell,1,None,0,Standing,Single Arm,Continuous,Bottoms Up,Overhead,Continuous,No Elevation,Single Exercise,Rotational,Vertical Push,,Transverse Plane,,,Full Body,Push,Compound,Unilateral,Grinds
Single Arm Kettlebell Bottoms Up Half Kneeling Bent Press,,,Advanced,Shoulders,Anterior Deltoids,Triceps Brachii,,Kettlebell,1,None,0,Half Kneeling,Single Arm,Continuous,Bottoms Up,Overhead,Continuous,No Elevation,Single Exercise,Rotational,Vertical Push,,Transverse Plane,,,Full Body,Push,Compound,Unilateral,Grinds
Ring L Sit Archer Pull Up,,,Expert,Back,Latissimus Dorsi,Biceps Brachii,,Gymnastic Rings,2,None,0,Hanging,Double Arm,Alternating,Pronated,No Load,Continuous,No Elevation,Single Exercise,Vertical Pull,,,Frontal Plane,Sagittal Plane,,Upper Body,Pull,Compound,Unilateral,Calisthenics
Double Kettlebell Overhead March,https://youtu.be/R2nuXQJt-08?si=ZZwubaIV-9OycLD5,,Intermediate,Hip Flexors,Iliopsoas,Rectus Abdominis,Gluteus Medius,Kettlebell,2,None,0,March,Double Arm,Continuous,Pronated,Overhead,Alternating,No Elevation,Single Exercise,Locomotion,,,Sagittal Plane,,,Core,Other,Compound,Unilateral,Balance
Single Arm Kettlebell Overhead March,https://youtu.be/GL4yx2rQpIs?si=lvmUx2j0LaKZx4RZ,,Intermediate,Hip Flexors,Iliopsoas,Rectus Abdominis,Gluteus Medius,Kettlebell,1,None,0,March,Single Arm,Continuous,Pronated,Overhead,Alternating,No Elevation,Single Exercise,Locomotion,,,Sagittal Plane,,,Core,Other,Compound,Unilateral,Balance
Double Kettlebell Suitcase Alternating Forward Lunge,https://youtu.be/oeyAEgHBVYc?si=mHjzSFPeM2YyoC0H,,Novice,Quadriceps,Quadriceps Femoris,Gluteus Maximus,Biceps Femoris,Kettlebell,2,None,0,Standing,Double Arm,Continuous,Neutral,Suitcase,Alternating,No Elevation,Single Exercise,Knee Dominant,,,Sagittal Plane,,,Lower Body,Push,Compound,Unilateral,Bodybuilding
Double Kettlebell Suitcase Alternating Lateral Lunge,https://youtu.be/zO8xPAa4-cY?si=bSfD4Gd8EdQ631Hq,,Novice,Quadriceps,Quadriceps Femoris,Gluteus Maximus,Adductor Magnus,Kettlebell,2,None,0,Standing,Double Arm,Continuous,Neutral,Suitcase,Alternating,No Elevation,Single Exercise,Knee Dominant,,,Frontal Plane,,,Lower Body,Push,Compound,Unilateral,Bodybuilding
Double Kettlebell Front Rack Alternating Lateral Lunge,https://youtu.be/TzuHADj8h4M?si=tAyLqN0pCIXqxity,https://youtu.be/cJs1VoCH1Nc?feature=shared,Novice,Quadriceps,Quadriceps Femoris,Gluteus Maximus,Adductor Magnus,Kettlebell,2,None,0,Standing,Double Arm,Continuous,Neutral,Front Rack,Alternating,No Elevation,Single Exercise,Knee Dominant,,,Frontal Plane,,,Lower Body,Push,Compound,Unilateral,Bodybuilding
Double Kettlebell Front Rack Alternating Forward Lunge,https://youtu.be/KIDRnwRAKAY?si=b00pYocO2xqWBGiJ,,Novice,Quadriceps,Quadriceps Femoris,Gluteus Maximus,Biceps Femoris,Kettlebell,2,None,0,Standing,Double Arm,Continuous,Neutral,Front Rack,Alternating,No Elevation,Single Exercise,Knee Dominant,,,Sagittal Plane,,,Lower Body,Push,Compound,Unilateral,Bodybuilding
Double Kettlebell Front Rack Alternating Reverse Lunge,https://youtu.be/JKk87eVdbG8?si=Est-myfua9sI06NN,,Novice,Quadriceps,Quadriceps Femoris,Gluteus Maximus,Biceps Femoris,Kettlebell,2,None,0,Standing,Double Arm,Continuous,Neutral,Front Rack,Alternating,No Elevation,Single Exercise,Knee Dominant,,,Sagittal Plane,,,Lower Body,Push,Compound,Unilateral,Bodybuilding
Double Kettlebell Bottoms Up Front Rack Alternating Lateral Lunge,,,Intermediate,Quadriceps,Quadriceps Femoris,Gluteus Maximus,Adductor Magnus,Kettlebell,2,None,0,Standing,Double Arm,Continuous,Bottoms Up,Front Rack,Alternating,No Elevation,Single Exercise,Knee Dominant,,,Frontal Plane,,,Lower Body,Push,Compound,Unilateral,Bodybuilding
Double Kettlebell Bottoms Up Front Rack Alternating Forward Lunge,,,Intermediate,Quadriceps,Quadriceps Femoris,Gluteus Maximus,Biceps Femoris,Kettlebell,2,None,0,Standing,Double Arm,Continuous,Bottoms Up,Front Rack,Alternating,No Elevation,Single Exercise,Knee Dominant,,,Sagittal Plane,,,Lower Body,Push,Compound,Unilateral,Bodybuilding
Double Kettlebell Bottoms Up Front Rack Alternating Reverse Lunge,https://youtu.be/A4SnLhdMKu4?si=AWoi6qQOHivzUZeZ,,Intermediate,Quadriceps,Quadriceps Femoris,Gluteus Maximus,Biceps Femoris,Kettlebell,2,None,0,Standing,Double Arm,Continuous,Bottoms Up,Front Rack,Alternating,No Elevation,Single Exercise,Knee Dominant,,,Sagittal Plane,,,Lower Body,Push,Compound,Unilateral,Bodybuilding
Double Dumbbell Suitcase Alternating Lateral Lunge,https://youtu.be/GkgTBlp417A?si=2RKL7GSC-wlwXQrE,,Novice,Quadriceps,Quadriceps Femoris,Gluteus Maximus,Adductor Magnus,Dumbbell,2,None,0,Standing,Double Arm,Continuous,Neutral,Suitcase,Alternating,No Elevation,Single Exercise,Knee Dominant,,,Frontal Plane,,,Lower Body,Push,Compound,Unilateral,Bodybuilding
Double Dumbbell Front Rack Alternating Lateral Lunge,https://youtu.be/V-crv5-Tqbg?si=k00dfu1tLmH4-h3a,,Novice,Quadriceps,Quadriceps Femoris,Gluteus Maximus,Adductor Magnus,Dumbbell,2,None,0,Standing,Double Arm,Continuous,Neutral,Front Rack,Alternating,No Elevation,Single Exercise,Knee Dominant,,,Frontal Plane,,,Lower Body,Push,Compound,Unilateral,Bodybuilding
Double Dumbbell Front Rack Alternating Forward Lunge,https://youtu.be/Ambx6K-_AfY?si=2pUqPVUnlmZLMMwH,,Novice,Quadriceps,Quadriceps Femoris,Gluteus Maximus,Biceps Femoris,Dumbbell,2,None,0,Standing,Double Arm,Continuous,Neutral,Front Rack,Alternating,No Elevation,Single Exercise,Knee Dominant,,,Sagittal Plane,,,Lower Body,Push,Compound,Unilateral,Bodybuilding
Double Dumbbell Front Rack Alternating Reverse Lunge,https://youtu.be/1iT74xBv0LA?si=vNMiZEtQ8W3QCkqc,,Novice,Quadriceps,Quadriceps Femoris,Gluteus Maximus,Biceps Femoris,Dumbbell,2,None,0,Standing,Double Arm,Continuous,Neutral,Front Rack,Alternating,No Elevation,Single Exercise,Knee Dominant,,,Sagittal Plane,,,Lower Body,Push,Compound,Unilateral,Bodybuilding
Double Dumbbell Overhead Alternating Lateral Lunge,,,Intermediate,Quadriceps,Quadriceps Femoris,Gluteus Maximus,Adductor Magnus,Dumbbell,2,None,0,Standing,Double Arm,Continuous,Neutral,Overhead,Alternating,No Elevation,Single Exercise,Knee Dominant,,,Frontal Plane,,,Lower Body,Push,Compound,Unilateral,Bodybuilding
Double Dumbbell Overhead Alternating Forward Lunge,https://youtu.be/8OZUh9sHk-8?si=euVM8-cldcw4zaJf,https://youtu.be/inttAOhcV_4?si=JVlHdarqW2zzsco_,Intermediate,Quadriceps,Quadriceps Femoris,Gluteus Maximus,Biceps Femoris,Dumbbell,2,None,0,Standing,Double Arm,Continuous,Neutral,Overhead,Alternating,No Elevation,Single Exercise,Knee Dominant,,,Sagittal Plane,,,Lower Body,Push,Compound,Unilateral,Bodybuilding
Double Dumbbell Overhead Alternating Reverse Lunge,https://youtu.be/eK7AzF0-rt4?si=0L-vfrm5QmGhcV2l,,Intermediate,Quadriceps,Quadriceps Femoris,Gluteus Maximus,Biceps Femoris,Dumbbell,2,None,0,Standing,Double Arm,Continuous,Neutral,Overhead,Alternating,No Elevation,Single Exercise,Knee Dominant,,,Sagittal Plane,,,Lower Body,Push,Compound,Unilateral,Bodybuilding
Single Arm Dumbbell Suitcase Alternating Forward Lunge,https://youtu.be/DbANzYj8EWQ?si=NULTCgfWBvm6vNpX,,Novice,Quadriceps,Quadriceps Femoris,Gluteus Maximus,Biceps Femoris,Dumbbell,1,None,0,Standing,Single Arm,Continuous,Neutral,Suitcase,Alternating,No Elevation,Single Exercise,Knee Dominant,Anti-Lateral Flexion,,Sagittal Plane,,,Lower Body,Push,Compound,Unilateral,Bodybuilding
Single Arm Dumbbell Suitcase Alternating Reverse Lunge,https://youtu.be/kTfl5mhcwso?si=iDo9iOmHhKSZIQlN,,Novice,Quadriceps,Quadriceps Femoris,Gluteus Maximus,Biceps Femoris,Dumbbell,1,None,0,Standing,Single Arm,Continuous,Neutral,Suitcase,Alternating,No Elevation,Single Exercise,Knee Dominant,Anti-Lateral Flexion,,Sagittal Plane,,,Lower Body,Push,Compound,Unilateral,Bodybuilding
Alternating Single Arm Dumbbell Low Hold Alternating Lateral Lunge,,,Novice,Quadriceps,Quadriceps Femoris,Gluteus Maximus,Adductor Magnus,Dumbbell,1,None,0,Standing,Single Arm,Alternating,Neutral,Low Hold,Alternating,No Elevation,Single Exercise,Knee Dominant,,,Frontal Plane,,,Lower Body,Push,Compound,Unilateral,Bodybuilding
Single Arm Dumbbell Front Rack Alternating Lateral Lunge,,,Novice,Quadriceps,Quadriceps Femoris,Gluteus Maximus,Adductor Magnus,Dumbbell,1,None,0,Standing,Single Arm,Continuous,Neutral,Front Rack,Alternating,No Elevation,Single Exercise,Knee Dominant,,,Frontal Plane,,,Lower Body,Push,Compound,Unilateral,Bodybuilding
Single Arm Dumbbell Front Rack Alternating Forward Lunge,https://youtu.be/b3ewFBSqc9k?si=l6I7tV4HN4z6vcCS,,Novice,Quadriceps,Quadriceps Femoris,Gluteus Maximus,Biceps Femoris,Dumbbell,1,None,0,Standing,Single Arm,Continuous,Neutral,Front Rack,Alternating,No Elevation,Single Exercise,Knee Dominant,,,Sagittal Plane,,,Lower Body,Push,Compound,Unilateral,Bodybuilding
Single Arm Dumbbell Front Rack Alternating Reverse Lunge,https://youtu.be/1uuCmY9bVao?si=0iam54INq6LqKgrV,,Novice,Quadriceps,Quadriceps Femoris,Gluteus Maximus,Biceps Femoris,Dumbbell,1,None,0,Standing,Single Arm,Continuous,Neutral,Front Rack,Alternating,No Elevation,Single Exercise,Knee Dominant,,,Sagittal Plane,,,Lower Body,Push,Compound,Unilateral,Bodybuilding
Single Arm Dumbbell Overhead Alternating Lateral Lunge,,,Intermediate,Quadriceps,Quadriceps Femoris,Gluteus Maximus,Adductor Magnus,Dumbbell,1,None,0,Standing,Single Arm,Continuous,Neutral,Overhead,Alternating,No Elevation,Single Exercise,Knee Dominant,,,Frontal Plane,,,Lower Body,Push,Compound,Unilateral,Bodybuilding
Single Arm Dumbbell Overhead Alternating Forward Lunge,https://youtu.be/RNdGRLDFZ_E?si=ViWm3Cym-_kPAyPr,,Intermediate,Quadriceps,Quadriceps Femoris,Gluteus Maximus,Biceps Femoris,Dumbbell,1,None,0,Standing,Single Arm,Continuous,Neutral,Overhead,Alternating,No Elevation,Single Exercise,Knee Dominant,,,Sagittal Plane,,,Lower Body,Push,Compound,Unilateral,Bodybuilding
Single Arm Dumbbell Overhead Alternating Reverse Lunge,https://youtu.be/y6Z1csYJqI8?si=VJQkALrooI76ZWQ9,,Intermediate,Quadriceps,Quadriceps Femoris,Gluteus Maximus,Biceps Femoris,Dumbbell,1,None,0,Standing,Single Arm,Continuous,Neutral,Overhead,Alternating,No Elevation,Single Exercise,Knee Dominant,,,Sagittal Plane,,,Lower Body,Push,Compound,Unilateral,Bodybuilding
Double Kettlebell Overhead Alternating Lateral Lunge,,,Intermediate,Quadriceps,Quadriceps Femoris,Gluteus Maximus,Adductor Magnus,Kettlebell,2,None,0,Standing,Double Arm,Continuous,Pronated,Overhead,Alternating,No Elevation,Single Exercise,Knee Dominant,,,Frontal Plane,,,Lower Body,Push,Compound,Unilateral,Bodybuilding
Double Kettlebell Overhead Alternating Forward Lunge,https://youtu.be/iPBOqxEBcto?si=yJqaSgMnybSQX6Oy,,Intermediate,Quadriceps,Quadriceps Femoris,Gluteus Maximus,Biceps Femoris,Kettlebell,2,None,0,Standing,Double Arm,Continuous,Pronated,Overhead,Alternating,No Elevation,Single Exercise,Knee Dominant,,,Sagittal Plane,,,Lower Body,Push,Compound,Unilateral,Bodybuilding
Double Kettlebell Overhead Alternating Reverse Lunge,https://youtu.be/HFjBFM1Fswo?si=BiUd6crmcvrtRZx2,,Intermediate,Quadriceps,Quadriceps Femoris,Gluteus Maximus,Biceps Femoris,Kettlebell,2,None,0,Standing,Double Arm,Continuous,Pronated,Overhead,Alternating,No Elevation,Single Exercise,Knee Dominant,,,Sagittal Plane,,,Lower Body,Push,Compound,Unilateral,Bodybuilding
Dumbbell Goblet Alternating Lateral Lunge,https://youtu.be/xFvob3P7I74?si=o6y90mzLlkb5kjLo,,Novice,Quadriceps,Quadriceps Femoris,Gluteus Maximus,Adductor Magnus,Dumbbell,1,None,0,Standing,Double Arm,Continuous,Goblet,Front Rack,Alternating,No Elevation,Single Exercise,Knee Dominant,,,Frontal Plane,,,Lower Body,Push,Compound,Unilateral,Bodybuilding
Dumbbell Goblet Alternating Forward Lunge,https://youtu.be/MjHkEW-AMQI?si=EyW7vqzwyfCJv1bN,,Novice,Quadriceps,Quadriceps Femoris,Gluteus Maximus,Biceps Femoris,Dumbbell,1,None,0,Standing,Double Arm,Continuous,Goblet,Front Rack,Alternating,No Elevation,Single Exercise,Knee Dominant,,,Sagittal Plane,,,Lower Body,Push,Compound,Unilateral,Bodybuilding
Dumbbell Goblet Alternating Reverse Lunge,https://youtu.be/YidVOnuiDfc?si=ECuN-ZTMBkyH_maZ,,Novice,Quadriceps,Quadriceps Femoris,Gluteus Maximus,Biceps Femoris,Dumbbell,1,None,0,Standing,Double Arm,Continuous,Goblet,Front Rack,Alternating,No Elevation,Single Exercise,Knee Dominant,,,Sagittal Plane,,,Lower Body,Push,Compound,Unilateral,Bodybuilding
Clubbell Order Alternating Lateral Lunge,,,Novice,Quadriceps,Quadriceps Femoris,Gluteus Maximus,Adductor Magnus,Clubbell,1,None,0,Standing,Double Arm,Continuous,Neutral,Order,Alternating,No Elevation,Single Exercise,Knee Dominant,,,Frontal Plane,,,Lower Body,Push,Compound,Unilateral,Bodybuilding
Clubbell Order Alternating Forward Lunge,,,Novice,Quadriceps,Quadriceps Femoris,Gluteus Maximus,Biceps Femoris,Clubbell,1,None,0,Standing,Double Arm,Continuous,Neutral,Order,Alternating,No Elevation,Single Exercise,Knee Dominant,,,Sagittal Plane,,,Lower Body,Push,Compound,Unilateral,Bodybuilding
Clubbell Order Alternating Reverse Lunge,,https://youtu.be/dNrYT5iU7BQ?si=VgjB2U40EdHaPV2P,Novice,Quadriceps,Quadriceps Femoris,Gluteus Maximus,Biceps Femoris,Clubbell,1,None,0,Standing,Double Arm,Continuous,Neutral,Order,Alternating,No Elevation,Single Exercise,Knee Dominant,,,Sagittal Plane,,,Lower Body,Push,Compound,Unilateral,Bodybuilding
Double Clubbell Order Alternating Lateral Lunge,,,Novice,Quadriceps,Quadriceps Femoris,Gluteus Maximus,Adductor Magnus,Clubbell,2,None,0,Standing,Double Arm,Continuous,Neutral,Order,Alternating,No Elevation,Single Exercise,Knee Dominant,,,Frontal Plane,,,Lower Body,Push,Compound,Unilateral,Bodybuilding
Double Clubbell Order Alternating Forward Lunge,,,Novice,Quadriceps,Quadriceps Femoris,Gluteus Maximus,Biceps Femoris,Clubbell,2,None,0,Standing,Double Arm,Continuous,Neutral,Order,Alternating,No Elevation,Single Exercise,Knee Dominant,,,Sagittal Plane,,,Lower Body,Push,Compound,Unilateral,Bodybuilding
Double Clubbell Order Alternating Reverse Lunge,,,Novice,Quadriceps,Quadriceps Femoris,Gluteus Maximus,Biceps Femoris,Clubbell,2,None,0,Standing,Double Arm,Continuous,Neutral,Order,Alternating,No Elevation,Single Exercise,Knee Dominant,,,Sagittal Plane,,,Lower Body,Push,Compound,Unilateral,Bodybuilding
Single Arm Clubbell Order Alternating Lateral Lunge,,,Novice,Quadriceps,Quadriceps Femoris,Gluteus Maximus,Adductor Magnus,Clubbell,1,None,0,Standing,Single Arm,Continuous,Neutral,Order,Alternating,No Elevation,Single Exercise,Knee Dominant,,,Frontal Plane,,,Lower Body,Push,Compound,Unilateral,Bodybuilding
Single Arm Clubbell Order Alternating Forward Lunge,,,Novice,Quadriceps,Quadriceps Femoris,Gluteus Maximus,Biceps Femoris,Clubbell,1,None,0,Standing,Single Arm,Continuous,Neutral,Order,Alternating,No Elevation,Single Exercise,Knee Dominant,,,Sagittal Plane,,,Lower Body,Push,Compound,Unilateral,Bodybuilding
Single Arm Clubbell Order Alternating Reverse Lunge,,,Novice,Quadriceps,Quadriceps Femoris,Gluteus Maximus,Biceps Femoris,Clubbell,1,None,0,Standing,Single Arm,Continuous,Neutral,Order,Alternating,No Elevation,Single Exercise,Knee Dominant,,,Sagittal Plane,,,Lower Body,Push,Compound,Unilateral,Bodybuilding
Landmine Low Hold Alternating Lateral Lunge,,,Novice,Quadriceps,Quadriceps Femoris,Gluteus Maximus,Adductor Magnus,Landmine,1,None,0,Standing,Double Arm,Continuous,Neutral,Low Hold,Alternating,No Elevation,Single Exercise,Knee Dominant,,,Frontal Plane,,,Lower Body,Push,Compound,Unilateral,Bodybuilding
Landmine Goblet Alternating Lateral Lunge,https://youtu.be/-hWgE1P2aAA?si=7mOaE_-aBxpQNBSX,,Novice,Quadriceps,Quadriceps Femoris,Gluteus Maximus,Adductor Magnus,Landmine,1,None,0,Standing,Double Arm,Continuous,Goblet,Front Rack,Alternating,No Elevation,Single Exercise,Knee Dominant,,,Frontal Plane,,,Lower Body,Push,Compound,Unilateral,Bodybuilding
Landmine Goblet Alternating Reverse Lunge,https://youtu.be/VI0GDe_doBk?si=U14f8Dk6Ly1aMzBr,,Novice,Quadriceps,Quadriceps Femoris,Gluteus Maximus,Biceps Femoris,Landmine,1,None,0,Standing,Double Arm,Continuous,Goblet,Front Rack,Alternating,No Elevation,Single Exercise,Knee Dominant,,,Sagittal Plane,,,Lower Body,Push,Compound,Unilateral,Bodybuilding
Macebell Order Alternating Lateral Lunge,,,Novice,Quadriceps,Quadriceps Femoris,Gluteus Maximus,Adductor Magnus,Macebell,1,None,0,Standing,Double Arm,Continuous,Neutral,Order,Alternating,No Elevation,Single Exercise,Knee Dominant,,,Frontal Plane,,,Lower Body,Push,Compound,Unilateral,Bodybuilding
Macebell Order Alternating Forward Lunge,,,Novice,Quadriceps,Quadriceps Femoris,Gluteus Maximus,Biceps Femoris,Macebell,1,None,0,Standing,Double Arm,Continuous,Neutral,Order,Alternating,No Elevation,Single Exercise,Knee Dominant,,,Sagittal Plane,,,Lower Body,Push,Compound,Unilateral,Bodybuilding
Macebell Order Alternating Reverse Lunge,,,Novice,Quadriceps,Quadriceps Femoris,Gluteus Maximus,Biceps Femoris,Macebell,1,None,0,Standing,Double Arm,Continuous,Neutral,Order,Alternating,No Elevation,Single Exercise,Knee Dominant,,,Sagittal Plane,,,Lower Body,Push,Compound,Unilateral,Bodybuilding
Double Kettlebell Bottoms Up Overhead Alternating Lateral Lunge,,,Advanced,Quadriceps,Quadriceps Femoris,Gluteus Maximus,Adductor Magnus,Kettlebell,2,None,0,Standing,Double Arm,Continuous,Bottoms Up,Overhead,Alternating,No Elevation,Single Exercise,Knee Dominant,,,Frontal Plane,,,Lower Body,Push,Compound,Unilateral,Bodybuilding
Double Kettlebell Bottoms Up Overhead Alternating Forward Lunge,,,Advanced,Quadriceps,Quadriceps Femoris,Gluteus Maximus,Biceps Femoris,Kettlebell,2,None,0,Standing,Double Arm,Continuous,Bottoms Up,Overhead,Alternating,No Elevation,Single Exercise,Knee Dominant,,,Sagittal Plane,,,Lower Body,Push,Compound,Unilateral,Bodybuilding
Double Kettlebell Bottoms Up Overhead Alternating Reverse Lunge,,,Advanced,Quadriceps,Quadriceps Femoris,Gluteus Maximus,Biceps Femoris,Kettlebell,2,None,0,Standing,Double Arm,Continuous,Bottoms Up,Overhead,Alternating,No Elevation,Single Exercise,Knee Dominant,,,Sagittal Plane,,,Lower Body,Push,Compound,Unilateral,Bodybuilding
Single Arm Kettlebell Suitcase Alternating Forward Lunge,https://youtu.be/aopAoW1cmUk?si=EyVEsJC9bLaQC6ND,,Novice,Quadriceps,Quadriceps Femoris,Gluteus Maximus,Biceps Femoris,Kettlebell,1,None,0,Standing,Single Arm,Continuous,Neutral,Suitcase,Alternating,No Elevation,Single Exercise,Knee Dominant,Anti-Lateral Flexion,,Sagittal Plane,,,Lower Body,Push,Compound,Unilateral,Bodybuilding
